id,date,time,accident_type,severity,district,vehicles_count,injured,killed,weather
462,2025-03-06,18:27,Наезд на стоящее ТС,Тяжёлое,Железнодорожный,2,1,1,Дождь
463,2025-03-06,08:05,Столкновение,Лёгкое,Октябрьский,2,0,0,Снегопад
464,2025-03-06,10:50,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Дождь
465,2025-03-06,18:24,Столкновение,Лёгкое,Кировский,4,1,0,Дождь
466,2025-03-06,15:20,Столкновение,Лёгкое,Железнодорожный,2,1,0,Снегопад
467,2025-03-06,21:12,Столкновение,Средней тяжести,Октябрьский,2,1,0,Дождь
468,2025-03-06,11:00,Столкновение,Средней тяжести,Октябрьский,2,1,0,Ясно
469,2025-03-06,15:26,Столкновение,Средней тяжести,Октябрьский,2,3,0,Туман
470,2025-03-07,10:12,Наезд на пешехода,Тяжёлое,Орджоникидзевский,1,1,1,Дождь
471,2025-03-07,08:34,Наезд на стоящее ТС,Лёгкое,Кировский,2,0,0,Дождь
472,2025-03-07,19:55,Наезд на пешехода,Тяжёлое,Верх-Исетский,1,1,0,Ясно
473,2025-03-07,16:24,Опрокидывание,Лёгкое,Кировский,1,2,0,Ясно
474,2025-03-07,17:26,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Ясно
475,2025-03-07,17:09,Наезд на пешехода,Средней тяжести,Орджоникидзевский,1,3,0,Дождь
476,2025-03-07,12:00,Столкновение,Средней тяжести,Чкаловский,2,2,0,Дождь
477,2025-03-08,20:03,Иное,Лёгкое,Железнодорожный,1,0,0,Дождь
478,2025-03-08,16:22,Наезд на стоящее ТС,Лёгкое,Кировский,2,0,0,Снегопад
479,2025-03-08,17:48,Наезд на препятствие,Лёгкое,Чкаловский,1,0,0,Ясно
480,2025-03-08,05:03,Столкновение,Средней тяжести,Орджоникидзевский,2,2,0,Дождь
481,2025-03-08,19:11,Столкновение,Лёгкое,Октябрьский,2,2,0,Дождь
482,2025-03-08,11:54,Столкновение,Средней тяжести,Железнодорожный,2,3,0,Ясно
483,2025-03-08,18:42,Наезд на пешехода,Лёгкое,Ленинский,1,0,0,Ясно
484,2025-03-08,21:15,Столкновение,Лёгкое,Октябрьский,2,0,0,Дождь
485,2025-03-09,08:52,Столкновение,Тяжёлое,Кировский,4,3,1,Снегопад
486,2025-03-09,14:00,Столкновение,Средней тяжести,Кировский,2,2,0,Туман
487,2025-03-09,20:17,Наезд на пешехода,Средней тяжести,Ленинский,1,1,0,Дождь
488,2025-03-09,07:04,Столкновение,Лёгкое,Верх-Исетский,3,0,0,Дождь
489,2025-03-09,08:58,Столкновение,Лёгкое,Октябрьский,2,0,0,Дождь
490,2025-03-10,08:58,Столкновение,Средней тяжести,Октябрьский,3,1,0,Дождь
491,2025-03-10,14:04,Наезд на стоящее ТС,Тяжёлое,Железнодорожный,2,3,0,Дождь
492,2025-03-10,11:17,Столкновение,Средней тяжести,Кировский,2,2,0,Снегопад
493,2025-03-10,19:51,Столкновение,Средней тяжести,Орджоникидзевский,2,2,0,Ясно
494,2025-03-10,08:33,Столкновение,Средней тяжести,Чкаловский,3,3,0,Ясно
495,2025-03-11,13:31,Столкновение,Тяжёлое,Чкаловский,2,3,0,Дождь
496,2025-03-11,08:37,Столкновение,Средней тяжести,Чкаловский,2,2,0,Ясно
497,2025-03-11,17:51,Опрокидывание,Лёгкое,Орджоникидзевский,1,0,0,Туман
498,2025-03-11,18:51,Опрокидывание,Лёгкое,Ленинский,1,1,0,Снегопад
499,2025-03-11,21:42,Столкновение,Средней тяжести,Орджоникидзевский,2,3,0,Дождь
500,2025-03-12,00:52,Столкновение,Лёгкое,Октябрьский,2,1,0,Дождь
501,2025-03-12,12:44,Столкновение,Тяжёлое,Верх-Исетский,2,2,1,Снегопад
502,2025-03-12,05:16,Столкновение,Средней тяжести,Верх-Исетский,2,1,0,Дождь
503,2025-03-12,19:01,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Дождь
504,2025-03-12,07:29,Столкновение,Лёгкое,Октябрьский,2,1,0,Дождь
505,2025-03-12,01:04,Столкновение,Лёгкое,Ленинский,2,0,0,Дождь
506,2025-03-13,11:31,Столкновение,Средней тяжести,Железнодорожный,2,1,0,Снегопад
507,2025-03-13,07:32,Наезд на пешехода,Средней тяжести,Железнодорожный,1,2,0,Дождь
508,2025-03-13,17:05,Иное,Лёгкое,Октябрьский,2,1,0,Ясно
509,2025-03-13,15:22,Столкновение,Средней тяжести,Верх-Исетский,2,3,0,Ясно
510,2025-03-13,16:46,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Снегопад
511,2025-03-13,11:37,Столкновение,Лёгкое,Кировский,2,0,0,Ясно
512,2025-03-14,21:03,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,0,0,Ясно
513,2025-03-14,22:03,Столкновение,Тяжёлое,Орджоникидзевский,2,2,1,Дождь
514,2025-03-14,08:01,Столкновение,Лёгкое,Ленинский,2,0,0,Ясно
515,2025-03-14,08:34,Наезд на препятствие,Средней тяжести,Кировский,1,2,0,Ясно
516,2025-03-14,20:39,Наезд на пешехода,Средней тяжести,Октябрьский,1,1,0,Дождь
517,2025-03-14,19:11,Опрокидывание,Лёгкое,Ленинский,1,0,0,Ясно
518,2025-03-15,22:29,Столкновение,Лёгкое,Кировский,2,0,0,Ясно
519,2025-03-15,10:28,Наезд на препятствие,Средней тяжести,Железнодорожный,1,1,0,Ясно
520,2025-03-15,22:10,Падение пассажира,Средней тяжести,Кировский,1,2,0,Снегопад
521,2025-03-15,05:06,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,2,0,Дождь
522,2025-03-15,09:36,Наезд на стоящее ТС,Лёгкое,Кировский,2,0,0,Снегопад
523,2025-03-15,08:23,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Снегопад
524,2025-03-15,16:11,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,1,0,Дождь
525,2025-03-15,21:36,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Снегопад
526,2025-03-15,09:01,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Дождь
527,2025-03-15,00:01,Столкновение,Лёгкое,Чкаловский,2,0,0,Снегопад
528,2025-03-15,09:08,Столкновение,Средней тяжести,Кировский,2,2,0,Ясно
529,2025-03-16,11:42,Наезд на препятствие,Лёгкое,Чкаловский,1,0,0,Дождь
530,2025-03-16,07:42,Столкновение,Тяжёлое,Орджоникидзевский,2,1,0,Дождь
531,2025-03-17,08:42,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Дождь
532,2025-03-17,21:17,Наезд на пешехода,Лёгкое,Октябрьский,1,2,0,Ясно
533,2025-03-17,08:27,Столкновение,Лёгкое,Орджоникидзевский,4,1,0,Дождь
534,2025-03-17,13:47,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Дождь
535,2025-03-18,17:08,Опрокидывание,Лёгкое,Чкаловский,1,1,0,Ясно
536,2025-03-18,12:39,Столкновение,Тяжёлое,Верх-Исетский,2,2,0,Ясно
537,2025-03-18,15:00,Столкновение,Лёгкое,Кировский,2,0,0,Ясно
538,2025-03-18,15:06,Столкновение,Лёгкое,Чкаловский,2,0,0,Снегопад
539,2025-03-18,17:23,Столкновение,Тяжёлое,Чкаловский,2,1,1,Дождь
540,2025-03-18,19:44,Столкновение,Средней тяжести,Железнодорожный,2,1,0,Ясно
541,2025-03-19,05:58,Столкновение,Лёгкое,Железнодорожный,3,1,0,Туман
542,2025-03-19,18:19,Столкновение,Лёгкое,Железнодорожный,2,1,0,Снегопад
543,2025-03-19,12:03,Столкновение,Средней тяжести,Октябрьский,2,1,0,Снегопад
544,2025-03-20,16:03,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Ясно
545,2025-03-20,09:58,Наезд на пешехода,Лёгкое,Железнодорожный,1,1,0,Ясно
546,2025-03-20,08:32,Наезд на пешехода,Средней тяжести,Орджоникидзевский,1,2,0,Дождь
547,2025-03-20,13:16,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,1,0,Дождь
548,2025-03-20,18:22,Наезд на пешехода,Лёгкое,Чкаловский,1,1,0,Ясно
549,2025-03-21,06:21,Наезд на пешехода,Лёгкое,Кировский,1,1,0,Дождь
550,2025-03-21,08:52,Столкновение,Средней тяжести,Октябрьский,2,3,0,Дождь
551,2025-03-21,17:29,Столкновение,Лёгкое,Кировский,2,1,0,Ясно
552,2025-03-22,05:02,Столкновение,Лёгкое,Ленинский,2,0,0,Ясно
553,2025-03-22,10:52,Столкновение,Лёгкое,Железнодорожный,2,0,0,Дождь
554,2025-03-22,19:09,Наезд на препятствие,Средней тяжести,Верх-Исетский,1,1,0,Дождь
555,2025-03-23,19:25,Наезд на пешехода,Лёгкое,Октябрьский,1,0,0,Дождь
556,2025-03-23,08:24,Иное,Лёгкое,Октябрьский,2,1,0,Снегопад
557,2025-03-23,17:30,Опрокидывание,Лёгкое,Железнодорожный,1,0,0,Снегопад
558,2025-03-23,17:39,Столкновение,Лёгкое,Железнодорожный,2,0,0,Дождь
559,2025-03-23,13:14,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,1,0,Снегопад
560,2025-03-24,08:14,Столкновение,Лёгкое,Кировский,3,0,0,Дождь
561,2025-03-24,08:05,Падение пассажира,Лёгкое,Орджоникидзевский,1,1,0,Туман
562,2025-03-24,08:31,Столкновение,Лёгкое,Железнодорожный,2,1,0,Дождь
563,2025-03-24,15:44,Столкновение,Тяжёлое,Октябрьский,2,1,1,Туман
564,2025-03-25,08:55,Наезд на препятствие,Лёгкое,Верх-Исетский,1,0,0,Снегопад
565,2025-03-25,09:40,Опрокидывание,Лёгкое,Железнодорожный,1,0,0,Ясно
566,2025-03-25,08:36,Столкновение,Средней тяжести,Чкаловский,2,3,0,Дождь
567,2025-03-25,16:58,Наезд на пешехода,Лёгкое,Ленинский,1,0,0,Ясно
568,2025-03-26,19:00,Столкновение,Лёгкое,Кировский,4,0,0,Туман
569,2025-03-26,10:28,Столкновение,Средней тяжести,Орджоникидзевский,2,3,0,Дождь
570,2025-03-26,09:35,Наезд на пешехода,Лёгкое,Октябрьский,1,1,0,Снегопад
571,2025-03-26,15:34,Столкновение,Средней тяжести,Октябрьский,4,2,0,Снегопад
572,2025-03-26,19:14,Столкновение,Средней тяжести,Ленинский,4,2,0,Снегопад
573,2025-03-26,17:56,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,1,0,Дождь
574,2025-03-26,14:12,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Ясно
575,2025-03-27,07:08,Столкновение,Тяжёлое,Орджоникидзевский,2,3,1,Туман
576,2025-03-27,09:52,Столкновение,Средней тяжести,Кировский,2,3,0,Ясно
577,2025-03-27,14:50,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,1,0,Снегопад
578,2025-03-27,08:56,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Туман
579,2025-03-27,07:37,Опрокидывание,Средней тяжести,Октябрьский,1,2,0,Снегопад
580,2025-03-27,14:51,Столкновение,Лёгкое,Чкаловский,2,1,0,Дождь
581,2025-03-27,07:56,Наезд на препятствие,Средней тяжести,Орджоникидзевский,1,2,0,Дождь
582,2025-03-27,10:07,Столкновение,Лёгкое,Чкаловский,2,0,0,Снегопад
583,2025-03-27,09:56,Иное,Средней тяжести,Чкаловский,1,2,0,Ясно
584,2025-03-27,19:46,Падение пассажира,Лёгкое,Железнодорожный,1,1,0,Дождь
585,2025-03-28,19:14,Столкновение,Средней тяжести,Верх-Исетский,4,3,0,Снегопад
586,2025-03-28,17:21,Падение пассажира,Средней тяжести,Чкаловский,1,3,0,Ясно
587,2025-03-28,18:47,Наезд на пешехода,Средней тяжести,Железнодорожный,1,3,0,Ясно
588,2025-03-28,08:07,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Дождь
589,2025-03-28,12:26,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,0,0,Дождь
590,2025-03-28,07:29,Столкновение,Лёгкое,Ленинский,2,2,0,Туман
591,2025-03-29,20:45,Столкновение,Средней тяжести,Чкаловский,3,2,0,Туман
592,2025-03-29,07:44,Столкновение,Средней тяжести,Орджоникидзевский,2,3,0,Дождь
593,2025-03-29,18:56,Опрокидывание,Лёгкое,Верх-Исетский,1,0,0,Снегопад
594,2025-03-29,08:33,Столкновение,Средней тяжести,Верх-Исетский,3,1,0,Ясно
595,2025-03-29,17:04,Наезд на пешехода,Лёгкое,Верх-Исетский,1,1,0,Ясно
596,2025-03-29,18:24,Столкновение,Лёгкое,Орджоникидзевский,4,0,0,Снегопад
597,2025-03-29,18:44,Наезд на пешехода,Лёгкое,Октябрьский,1,0,0,Дождь
598,2025-03-29,15:49,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,0,0,Ясно
599,2025-03-29,16:37,Столкновение,Лёгкое,Орджоникидзевский,3,1,0,Ясно
600,2025-03-30,08:49,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Снегопад
601,2025-03-30,08:10,Падение пассажира,Лёгкое,Орджоникидзевский,1,0,0,Дождь
602,2025-03-30,15:13,Наезд на пешехода,Лёгкое,Ленинский,1,1,0,Дождь
603,2025-03-30,17:48,Столкновение,Средней тяжести,Кировский,2,1,0,Ясно
604,2025-03-30,20:30,Столкновение,Лёгкое,Верх-Исетский,3,1,0,Ясно
605,2025-03-30,13:40,Столкновение,Средней тяжести,Верх-Исетский,4,1,0,Дождь
606,2025-03-30,05:06,Столкновение,Средней тяжести,Октябрьский,3,2,0,Ясно
607,2025-03-30,08:16,Падение пассажира,Средней тяжести,Ленинский,1,3,0,Ясно
608,2025-03-31,16:32,Столкновение,Средней тяжести,Верх-Исетский,2,2,0,Дождь
609,2025-03-31,21:54,Наезд на пешехода,Средней тяжести,Октябрьский,1,1,0,Снегопад
610,2025-03-31,19:48,Столкновение,Лёгкое,Октябрьский,2,1,0,Снегопад
611,2025-03-31,07:34,Столкновение,Средней тяжести,Ленинский,2,3,0,Дождь
612,2025-03-31,20:43,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Дождь
613,2025-03-31,15:49,Столкновение,Тяжёлое,Верх-Исетский,2,1,1,Ясно
614,2025-03-31,23:51,Столкновение,Средней тяжести,Октябрьский,2,2,0,Дождь
615,2025-03-31,15:02,Наезд на стоящее ТС,Средней тяжести,Железнодорожный,2,1,0,Ясно
616,2025-03-31,14:59,Опрокидывание,Лёгкое,Орджоникидзевский,1,1,0,Ясно
617,2025-03-31,15:36,Иное,Лёгкое,Орджоникидзевский,2,0,0,Ясно
618,2025-03-31,20:06,Столкновение,Средней тяжести,Железнодорожный,2,2,0,Ясно
619,2025-03-31,09:55,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Дождь
620,2025-03-31,07:25,Столкновение,Лёгкое,Чкаловский,2,1,0,Ясно
621,2025-04-01,10:02,Столкновение,Средней тяжести,Верх-Исетский,3,3,0,Туман
622,2025-04-01,19:50,Столкновение,Тяжёлое,Кировский,2,4,0,Дождь
623,2025-04-01,07:15,Столкновение,Лёгкое,Ленинский,2,0,0,Ясно
624,2025-04-01,13:36,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Ясно
625,2025-04-01,07:54,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
626,2025-04-01,18:09,Столкновение,Лёгкое,Октябрьский,2,1,0,Ясно
627,2025-04-02,11:58,Столкновение,Тяжёлое,Орджоникидзевский,2,2,0,Дождь
628,2025-04-02,17:44,Столкновение,Лёгкое,Октябрьский,2,0,0,Ясно
629,2025-04-02,11:36,Столкновение,Лёгкое,Кировский,2,2,0,Дождь
630,2025-04-02,08:22,Столкновение,Средней тяжести,Орджоникидзевский,2,3,0,Ясно
631,2025-04-02,08:44,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Дождь
632,2025-04-02,16:25,Иное,Средней тяжести,Верх-Исетский,2,3,0,Ясно
633,2025-04-03,10:36,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Ясно
634,2025-04-03,13:47,Столкновение,Лёгкое,Чкаловский,3,0,0,Ясно
635,2025-04-03,11:03,Наезд на стоящее ТС,Лёгкое,Орджоникидзевский,2,0,0,Дождь
636,2025-04-03,18:19,Столкновение,Средней тяжести,Ленинский,2,2,0,Ясно
637,2025-04-03,06:12,Столкновение,Лёгкое,Железнодорожный,2,0,0,Облачно
638,2025-04-03,16:39,Столкновение,Лёгкое,Железнодорожный,2,2,0,Ясно
639,2025-04-03,19:16,Наезд на пешехода,Тяжёлое,Ленинский,1,4,1,Ясно
640,2025-04-03,07:37,Опрокидывание,Лёгкое,Железнодорожный,1,0,0,Облачно
641,2025-04-04,16:10,Столкновение,Средней тяжести,Орджоникидзевский,3,2,0,Ясно
642,2025-04-04,08:34,Наезд на пешехода,Лёгкое,Кировский,1,1,0,Туман
643,2025-04-04,15:56,Столкновение,Лёгкое,Верх-Исетский,4,2,0,Ясно
644,2025-04-04,08:04,Столкновение,Лёгкое,Орджоникидзевский,4,0,0,Ясно
645,2025-04-04,10:14,Иное,Средней тяжести,Орджоникидзевский,1,3,0,Облачно
646,2025-04-05,09:33,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,1,0,Ясно
647,2025-04-05,15:26,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Туман
648,2025-04-05,07:34,Столкновение,Средней тяжести,Чкаловский,4,2,0,Дождь
649,2025-04-05,10:46,Столкновение,Средней тяжести,Железнодорожный,4,1,0,Дождь
650,2025-04-05,08:55,Столкновение,Лёгкое,Кировский,2,1,0,Ясно
651,2025-04-05,15:04,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Дождь
652,2025-04-06,00:34,Столкновение,Лёгкое,Ленинский,2,1,0,Ясно
653,2025-04-06,13:45,Наезд на пешехода,Лёгкое,Верх-Исетский,1,1,0,Ясно
654,2025-04-06,16:45,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Дождь
655,2025-04-06,16:29,Падение пассажира,Тяжёлое,Верх-Исетский,1,4,0,Ясно
656,2025-04-07,19:49,Столкновение,Лёгкое,Железнодорожный,2,0,0,Ясно
657,2025-04-07,12:38,Опрокидывание,Лёгкое,Орджоникидзевский,1,1,0,Туман
658,2025-04-07,08:37,Иное,Лёгкое,Железнодорожный,2,1,0,Облачно
659,2025-04-07,17:00,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Ясно
660,2025-04-07,02:16,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
661,2025-04-07,10:26,Наезд на пешехода,Лёгкое,Чкаловский,1,2,0,Облачно
662,2025-04-08,22:58,Наезд на пешехода,Лёгкое,Верх-Исетский,1,1,0,Ясно
663,2025-04-08,12:33,Падение пассажира,Лёгкое,Октябрьский,1,2,0,Туман
664,2025-04-08,14:30,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Дождь
665,2025-04-08,20:14,Наезд на пешехода,Лёгкое,Ленинский,1,0,0,Дождь
666,2025-04-08,10:35,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,1,0,Ясно
667,2025-04-08,19:55,Столкновение,Средней тяжести,Октябрьский,2,1,0,Ясно
668,2025-04-08,22:38,Наезд на пешехода,Лёгкое,Верх-Исетский,1,1,0,Ясно
669,2025-04-08,16:29,Столкновение,Лёгкое,Октябрьский,3,1,0,Ясно
670,2025-04-09,21:30,Наезд на препятствие,Лёгкое,Октябрьский,1,1,0,Дождь
671,2025-04-09,08:12,Наезд на препятствие,Средней тяжести,Верх-Исетский,1,1,0,Туман
672,2025-04-09,14:08,Наезд на препятствие,Тяжёлое,Орджоникидзевский,1,1,0,Ясно
673,2025-04-09,00:11,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Облачно
674,2025-04-09,19:19,Наезд на пешехода,Лёгкое,Железнодорожный,1,1,0,Дождь
675,2025-04-09,19:55,Опрокидывание,Лёгкое,Октябрьский,1,1,0,Ясно
676,2025-04-09,17:16,Наезд на стоящее ТС,Лёгкое,Ленинский,2,0,0,Ясно
677,2025-04-09,17:39,Наезд на стоящее ТС,Лёгкое,Орджоникидзевский,2,2,0,Дождь
678,2025-04-10,17:26,Столкновение,Лёгкое,Чкаловский,2,0,0,Дождь
679,2025-04-10,19:33,Столкновение,Лёгкое,Октябрьский,3,0,0,Ясно
680,2025-04-11,14:16,Наезд на стоящее ТС,Средней тяжести,Орджоникидзевский,2,1,0,Ясно
681,2025-04-11,14:06,Столкновение,Лёгкое,Кировский,2,1,0,Облачно
682,2025-04-11,19:22,Столкновение,Тяжёлое,Октябрьский,2,1,1,Ясно
683,2025-04-11,10:05,Наезд на стоящее ТС,Средней тяжести,Октябрьский,2,1,0,Облачно
684,2025-04-11,17:13,Столкновение,Средней тяжести,Верх-Исетский,2,2,0,Облачно
685,2025-04-11,10:11,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
686,2025-04-12,17:59,Наезд на стоящее ТС,Лёгкое,Ленинский,2,1,0,Дождь
687,2025-04-12,18:18,Столкновение,Средней тяжести,Кировский,2,2,0,Ясно
688,2025-04-12,14:40,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Облачно
689,2025-04-12,20:48,Иное,Лёгкое,Верх-Исетский,1,0,0,Дождь
690,2025-04-12,00:37,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Облачно
691,2025-04-12,07:05,Наезд на пешехода,Лёгкое,Железнодорожный,1,0,0,Дождь
692,2025-04-12,15:28,Опрокидывание,Средней тяжести,Железнодорожный,1,1,0,Облачно
693,2025-04-13,18:57,Наезд на стоящее ТС,Тяжёлое,Ленинский,2,1,0,Ясно
694,2025-04-13,18:11,Наезд на препятствие,Лёгкое,Октябрьский,1,2,0,Ясно
695,2025-04-13,16:18,Опрокидывание,Тяжёлое,Чкаловский,1,3,0,Дождь
696,2025-04-13,08:51,Столкновение,Лёгкое,Чкаловский,3,0,0,Ясно
697,2025-04-13,07:50,Столкновение,Средней тяжести,Орджоникидзевский,2,1,0,Ясно
698,2025-04-13,17:13,Столкновение,Тяжёлое,Кировский,2,1,1,Ясно
699,2025-04-13,23:26,Столкновение,Лёгкое,Чкаловский,2,0,0,Ясно
700,2025-04-13,12:08,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,0,0,Ясно
701,2025-04-13,03:49,Опрокидывание,Лёгкое,Чкаловский,1,1,0,Ясно
702,2025-04-13,03:58,Наезд на стоящее ТС,Тяжёлое,Орджоникидзевский,2,4,0,Дождь
703,2025-04-14,10:35,Столкновение,Лёгкое,Железнодорожный,2,0,0,Ясно
704,2025-04-14,23:36,Столкновение,Лёгкое,Орджоникидзевский,3,2,0,Туман
705,2025-04-14,09:09,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Туман
706,2025-04-14,11:31,Наезд на пешехода,Лёгкое,Ленинский,1,0,0,Облачно
707,2025-04-14,13:20,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Ясно
708,2025-04-14,18:27,Столкновение,Лёгкое,Октябрьский,2,1,0,Ясно
709,2025-04-14,09:09,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Ясно
710,2025-04-14,17:26,Наезд на стоящее ТС,Тяжёлое,Железнодорожный,2,1,0,Дождь
711,2025-04-14,23:20,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Дождь
712,2025-04-15,07:50,Столкновение,Средней тяжести,Чкаловский,3,3,0,Ясно
713,2025-04-15,09:21,Столкновение,Средней тяжести,Кировский,2,2,0,Ясно
714,2025-04-15,15:37,Наезд на стоящее ТС,Средней тяжести,Чкаловский,2,3,0,Облачно
715,2025-04-15,08:06,Наезд на пешехода,Средней тяжести,Верх-Исетский,1,2,0,Дождь
716,2025-04-16,17:19,Наезд на пешехода,Лёгкое,Октябрьский,1,0,0,Дождь
717,2025-04-16,16:30,Столкновение,Лёгкое,Чкаловский,2,0,0,Ясно
718,2025-04-16,13:40,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Дождь
719,2025-04-16,14:52,Опрокидывание,Тяжёлое,Верх-Исетский,1,4,0,Ясно
720,2025-04-16,17:02,Столкновение,Лёгкое,Чкаловский,2,0,0,Облачно
721,2025-04-16,06:07,Наезд на пешехода,Средней тяжести,Октябрьский,1,2,0,Дождь
722,2025-04-16,12:22,Наезд на стоящее ТС,Средней тяжести,Верх-Исетский,2,1,0,Туман
723,2025-04-16,09:40,Столкновение,Лёгкое,Кировский,2,1,0,Ясно
724,2025-04-16,17:51,Наезд на стоящее ТС,Лёгкое,Чкаловский,2,1,0,Дождь
725,2025-04-16,08:18,Столкновение,Средней тяжести,Кировский,3,1,0,Ясно
726,2025-04-16,10:55,Столкновение,Лёгкое,Чкаловский,2,0,0,Ясно
727,2025-04-16,15:22,Наезд на препятствие,Лёгкое,Ленинский,1,0,0,Дождь
728,2025-04-16,13:57,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Ясно
729,2025-04-17,11:31,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Дождь
730,2025-04-17,18:03,Наезд на пешехода,Средней тяжести,Орджоникидзевский,1,3,0,Облачно
731,2025-04-17,08:10,Столкновение,Лёгкое,Чкаловский,2,0,0,Облачно
732,2025-04-17,23:42,Наезд на стоящее ТС,Лёгкое,Ленинский,2,0,0,Туман
733,2025-04-18,15:12,Наезд на пешехода,Лёгкое,Ленинский,1,0,0,Дождь
734,2025-04-18,16:29,Иное,Лёгкое,Ленинский,2,0,0,Туман
735,2025-04-18,13:37,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Ясно
736,2025-04-18,12:28,Столкновение,Лёгкое,Кировский,2,2,0,Дождь
737,2025-04-18,20:48,Столкновение,Средней тяжести,Железнодорожный,2,2,0,Дождь
738,2025-04-18,12:55,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,1,0,Туман
739,2025-04-18,14:40,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Ясно
740,2025-04-19,16:14,Падение пассажира,Лёгкое,Ленинский,1,1,0,Дождь
741,2025-04-19,15:27,Столкновение,Средней тяжести,Кировский,2,3,0,Туман
742,2025-04-19,14:18,Наезд на препятствие,Лёгкое,Октябрьский,1,0,0,Ясно
743,2025-04-19,08:45,Наезд на стоящее ТС,Лёгкое,Чкаловский,2,0,0,Ясно
744,2025-04-19,16:26,Падение пассажира,Средней тяжести,Орджоникидзевский,1,3,0,Дождь
745,2025-04-19,10:38,Столкновение,Тяжёлое,Верх-Исетский,2,3,0,Дождь
746,2025-04-19,07:48,Столкновение,Средней тяжести,Ленинский,2,3,0,Облачно
747,2025-04-19,17:35,Наезд на препятствие,Лёгкое,Чкаловский,1,0,0,Дождь
748,2025-04-20,17:45,Наезд на пешехода,Лёгкое,Железнодорожный,1,0,0,Дождь
749,2025-04-20,11:10,Опрокидывание,Лёгкое,Октябрьский,1,1,0,Ясно
750,2025-04-20,12:46,Наезд на препятствие,Лёгкое,Чкаловский,1,1,0,Облачно
751,2025-04-20,20:10,Наезд на препятствие,Лёгкое,Кировский,1,1,0,Дождь
752,2025-04-20,18:42,Наезд на препятствие,Лёгкое,Чкаловский,1,0,0,Туман
753,2025-04-20,13:30,Столкновение,Лёгкое,Ленинский,2,0,0,Облачно
754,2025-04-20,08:10,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Ясно
755,2025-04-20,11:12,Столкновение,Средней тяжести,Железнодорожный,2,1,0,Дождь
756,2025-04-20,17:34,Столкновение,Лёгкое,Кировский,2,0,0,Ясно
757,2025-04-21,04:08,Столкновение,Лёгкое,Железнодорожный,3,1,0,Ясно
758,2025-04-21,16:43,Наезд на пешехода,Лёгкое,Железнодорожный,1,0,0,Дождь
759,2025-04-21,09:00,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,1,0,Дождь
